1622694293.822773,0
1622694293.927168,0
1622694294.031084,0
1622694294.155932,0
1622694294.260208,0
1622694294.363548,0
1622694294.469453,0
1622694294.592786,0
1622694294.706721,0
1622694294.811030,0
1622694294.914524,4
1622694295.018063,12
1622694295.121531,14
1622694295.231041,23
1622694295.335556,25
1622694295.438984,30
1622694295.542684,30
1622694295.646573,26
1622694295.749961,21
1622694295.858003,15
1622694295.974547,10
1622694296.078026,0
1622694296.238473,8
1622694296.342098,18
1622694296.446134,22
1622694296.548995,28
1622694296.652613,34
1622694296.759027,32
1622694296.862995,28
1622694296.966062,24
1622694297.069469,19
1622694297.172651,16
1622694297.277006,11
1622694297.379767,2
1622694297.483013,10
1622694297.586758,18
1622694297.689779,24
1622694297.793397,31
1622694297.896877,35
1622694298.000061,30
1622694298.103837,23
1622694298.206903,17
1622694298.310397,11
1622694298.414022,0
1622694298.523080,1
1622694298.631177,0
1622694298.743113,0
1622694298.848293,1
1622694298.951651,1
1622694299.059762,0
1622694299.174741,0
1622694299.277933,0
1622694299.399076,0
1622694299.502623,0
1622694299.605466,0
1622694299.709814,0
1622694299.813225,0
1622694299.917053,0
1622694300.019881,0
1622694300.123276,0
1622694300.226753,0
1622694300.330505,0
1622694300.434583,0
1622694300.538004,0
1622694300.641132,0
1622694300.746030,0
1622694300.849790,0
1622694300.953046,0
1622694301.056726,0
1622694301.160030,0
1622694301.262995,0
1622694301.366369,0
1622694301.469369,0
1622694301.576916,0
1622694301.692036,1
1622694301.802980,1
1622694301.909016,0
1622694302.020981,0
1622694302.144890,0
1622694302.259578,0
1622694302.377226,0
1622694302.498493,0
1622694302.637747,0
1622694302.740639,0
1622694302.843659,1
1622694302.947034,1
1622694303.050683,1
1622694303.154394,0
1622694303.257504,0
1622694303.360736,0
1622694303.465453,0
1622694303.568702,11
1622694303.671667,18
1622694303.775380,24
1622694303.885509,30
1622694303.989068,36
1622694304.105191,30
1622694304.211142,23
1622694304.315397,17
1622694304.427669,13
1622694304.550098,8
1622694304.653208,4
1622694304.756901,12
1622694304.860675,19
1622694304.964395,22
1622694305.067882,25
1622694305.171493,32
1622694305.275901,29
1622694305.381332,23
1622694305.486725,16
1622694305.591047,12
1622694305.700963,8
1622694305.805346,0
1622694305.909687,11
1622694306.012505,19
1622694306.115371,25
1622694306.219301,32
1622694306.322550,33
1622694306.425333,27
1622694306.528277,21
1622694306.631111,16
1622694306.733877,9
1622694306.836918,0
1622694306.940042,0
1622694307.046178,0
1622694307.148954,0
1622694307.252583,0
1622694307.355751,0
1622694307.459352,0
1622694307.562459,0
1622694307.666087,0
1622694307.769081,0
1622694307.872379,0
1622694307.975795,0
1622694308.079582,0
1622694308.182402,0
1622694308.296951,0
1622694308.400922,0
1622694308.520994,0
1622694308.624056,0
1622694308.727488,0
1622694308.831506,0
1622694308.934905,0
1622694309.038190,0
1622694309.141248,0
1622694309.244298,0
1622694309.347896,0
1622694309.452564,0
1622694309.557935,0
1622694309.660761,0
1622694309.764080,0
1622694309.867597,1
1622694309.972492,1
1622694310.076171,1
1622694310.180315,0
1622694310.283436,0
1622694310.386776,0
1622694310.491099,0
1622694310.596944,0
1622694310.699982,0
1622694310.807410,0
1622694310.911858,0
1622694311.027558,0
1622694311.132738,0
1622694311.240081,0
1622694311.345283,0
1622694311.454008,0
1622694311.560738,0
1622694311.668790,0
1622694311.784728,0
1622694311.888109,3
1622694311.993146,13
1622694312.097435,19
1622694312.200543,25
1622694312.304051,25
1622694312.407852,32
1622694312.511079,25
1622694312.614422,19
1622694312.718273,13
1622694312.821366,7
1622694312.924617,0
1622694313.073831,5
1622694313.186503,12
1622694313.292516,18
1622694313.395426,25
1622694313.501099,33
1622694313.604582,32
1622694313.709390,27
1622694313.812661,22
1622694313.920952,16
1622694314.024269,10
1622694314.141400,1
1622694314.260021,6
1622694314.387958,12
1622694314.537508,15
1622694314.642632,22
1622694314.768314,23
1622694314.878433,32
1622694315.133246,30
1622694315.237686,24
1622694315.341447,20
1622694315.444752,16
1622694315.549794,13
1622694315.654453,1
1622694315.757328,1
1622694315.860981,1
1622694315.979760,1
1622694316.083993,0
1622694316.189177,0
1622694316.313322,1
1622694316.431436,0
1622694316.540725,0
1622694316.648207,0
1622694316.766743,0
1622694316.877229,0
1622694316.987929,0
1622694317.104600,0
1622694317.216482,0
1622694317.328914,0
1622694317.433172,0
1622694317.539338,1
1622694317.660719,0
1622694317.764766,1
1622694317.867852,1
1622694317.970877,1
1622694318.077528,0
1622694318.182042,1
1622694318.291065,0
1622694318.404664,0
1622694318.529245,0
1622694318.632219,0
1622694318.735722,1
1622694318.843253,1
1622694318.947500,1
1622694319.054062,1
1622694319.158097,1
1622694319.262283,0
1622694319.366294,1
1622694319.470736,1
1622694319.585417,0
1622694319.690928,1
1622694319.793985,1
1622694319.897670,1
1622694320.003336,0
1622694320.111174,0
1622694320.232553,0
1622694320.352242,0
1622694320.476030,0
1622694320.580443,0
1622694320.723459,1
1622694320.828273,8
1622694320.931601,9
1622694321.059199,17
1622694321.206322,19
1622694321.324798,26
1622694321.434755,32
1622694321.540517,31
1622694321.643499,25
1622694321.757574,19
1622694321.861039,14
1622694321.964902,7
1622694322.070216,0
1622694322.191628,8
1622694322.294959,15
1622694322.405961,21
1622694322.509044,27
1622694322.622132,34
1622694322.746423,28
1622694322.855565,22
1622694322.975965,15
1622694323.080514,9
1622694323.183665,0
1622694323.288465,9
1622694323.393709,13
1622694323.499806,22
1622694323.602981,23
1622694323.707502,33
1622694323.812596,36
1622694323.915556,30
1622694324.019543,25
1622694324.123627,20
1622694324.226644,16
1622694324.330820,10
1622694324.434016,0
1622694324.537635,0
1622694324.640659,0
1622694324.743787,1
1622694324.847252,1
1622694324.950155,0
1622694325.054308,0
1622694325.157238,0
1622694325.260618,0
1622694325.363729,0
1622694325.467363,0
1622694325.571010,0
1622694325.674706,0
1622694325.780399,0
1622694325.886268,0
1622694325.990155,0
1622694326.093971,0
1622694326.197766,0
1622694326.302111,0
1622694326.415395,0
1622694326.518804,0
1622694326.622885,0
1622694326.726501,0
1622694326.836422,0
1622694326.940518,0
1622694327.060979,0
1622694327.167814,0
1622694327.277051,0
1622694327.380698,0
1622694327.484133,1
1622694327.588124,1
1622694327.691329,0
1622694327.800394,0
1622694327.906398,1
1622694328.009498,1
1622694328.114129,0
1622694328.219561,0
1622694328.322905,0
1622694328.425931,0
1622694328.529811,0
1622694328.636708,0
1622694328.741611,0
1622694328.845287,0
1622694328.948615,0
1622694329.092093,0
1622694329.196331,0
1622694329.299994,0
1622694329.427526,0
1622694329.530737,7
1622694329.634238,12
1622694329.737221,20
1622694329.840179,25
1622694329.945118,33
1622694330.048342,34
1622694330.152095,29
1622694330.255927,25
1622694330.359069,19
1622694330.486640,15
1622694330.589616,9
1622694330.693232,0
1622694330.796733,7
1622694330.902088,16
1622694331.007799,21
1622694331.111642,23
1622694331.216014,35
1622694331.319978,35
1622694331.422937,30
1622694331.526985,25
1622694331.632447,20
1622694331.735755,14
1622694331.838980,10
1622694331.953666,1
1622694332.057919,4
1622694332.162292,10
1622694332.266721,15
1622694332.370926,22
1622694332.544062,24
1622694332.668061,28
1622694332.771778,32
1622694332.875428,26
1622694332.978946,20
1622694333.084773,15
1622694333.198789,9
1622694333.341436,0
1622694333.444948,0
1622694333.562076,1
1622694333.674649,0
1622694333.781832,0
1622694333.908832,0
1622694334.011726,0
1622694334.139336,1
1622694334.250319,0
1622694334.355586,0
1622694334.472034,0
1622694334.575246,0
1622694334.678437,0
1622694334.797928,0
1622694334.919405,0
1622694335.022563,0
1622694335.127396,0
1622694335.230772,0
1622694335.334414,0
1622694335.459462,0
1622694335.562933,0
1622694335.666990,0
1622694335.770474,1
1622694335.875974,1
1622694335.979899,0
1622694336.087817,1
1622694336.194746,0
1622694336.298849,0
1622694336.401607,1
1622694336.504409,1
1622694336.608021,1
1622694336.711470,1
1622694336.814422,1
1622694336.922127,0
1622694337.027070,0
1622694337.130531,0
1622694337.239076,0
1622694337.342837,1
1622694337.450346,1
1622694337.558643,1
1622694337.666779,1
1622694337.771127,1
1622694337.875132,0
1622694337.982488,1
1622694338.085686,1
1622694338.189273,1
1622694338.294576,0
1622694338.409487,6
1622694338.526697,12
1622694338.634356,20
1622694338.745467,23
1622694338.852471,23
1622694338.968011,29
1622694339.071731,25
1622694339.181226,21
1622694339.287512,14
1622694339.435649,11
1622694339.588454,8
1622694339.692494,1
1622694339.795905,7
1622694339.899268,14
1622694340.002837,22
1622694340.106337,28
1622694340.220001,33
1622694340.351483,30
1622694340.468218,26
1622694340.590300,23
1622694340.693504,19
1622694340.803582,13
1622694340.908322,7
1622694341.011498,8
1622694341.122694,8
1622694341.236749,13
1622694341.341526,19
1622694341.458109,27
1622694341.561798,32
1622694341.666520,32
1622694341.788462,25
1622694341.896181,22
1622694342.004787,17
1622694342.107795,11
1622694342.211061,2
1622694342.314247,0
1622694342.421072,0
1622694342.524200,1
1622694342.636827,0
1622694342.753530,1
1622694342.864513,0
1622694342.968585,0
1622694343.073101,0
1622694343.176095,0
1622694343.289315,1
1622694343.396602,0
1622694343.515747,0
1622694343.630414,1
1622694343.734064,0
1622694343.840105,0
1622694343.944002,0
1622694344.067217,1
1622694344.180905,0
1622694344.300429,0
1622694344.410906,0
1622694344.529598,0
1622694344.689372,0
1622694344.792716,1
1622694344.905590,0
1622694345.100080,0
1622694345.203735,0
1622694345.319416,0
1622694345.437227,0
1622694345.540991,0
1622694345.657734,0
1622694345.777587,0
1622694345.892242,1
1622694346.005385,0
1622694346.108687,0
1622694346.214051,0
1622694346.321331,0
1622694346.427451,0
1622694346.530563,1
1622694346.653969,0
1622694346.757535,0
1622694346.861051,1
1622694346.965507,0
1622694347.069098,1
1622694347.176154,0
1622694347.293991,1
1622694347.418241,6
1622694347.535381,10
1622694347.643534,19
1622694347.750862,23
1622694347.853950,28
1622694347.962315,33
1622694348.090670,27
1622694348.202618,21
1622694348.339586,18
1622694348.457603,14
1622694348.568133,8
1622694348.706749,1
1622694348.818427,6
1622694348.923404,12
1622694349.175877,18
1622694349.282908,25
1622694349.386106,26
1622694349.490603,26
1622694349.594214,28
1622694349.698183,24
1622694349.801182,17
1622694349.904246,13
1622694350.007760,8
1622694350.110947,2
1622694350.219390,6
1622694350.322998,12
1622694350.426426,19
1622694350.575393,25
1622694350.679758,30
1622694350.783620,33
1622694350.887959,33
1622694350.991983,26
1622694351.097912,20
1622694351.202879,15
1622694351.306370,10
1622694351.412161,0
1622694351.515573,0
1622694351.628619,0
1622694351.737240,0
1622694351.850764,0
1622694351.974869,0
1622694352.077873,0
1622694352.180650,0
1622694352.283957,0
1622694352.401251,0
